sample_id,expected_tag,question,expected_answer,available_questions_for_tag,sample_index_within_tag,questions_sampled_for_tag
477,online_card_correction_application_done_now_what_followup_b,জাতীয় পরিচয়পত্রে ভুল থাকলে ঠিক করতে অফিসে কী কী নথি নিয়ে যাওয়া উচিত?,আপনার সংশোধনের ধরণের উপর নির্ভর করবে আপনার কোন কোন কাগজপত্র সঙ্গে আনতে হবে।,20,1,1
478,online_card_correction_application_done_now_what_followup_c,অনলাইনে কার্ড সংশোধনের জন্য আবেদন করা হয়েছে—সমস্যা সমাধানে প্রথম স্টেপ কী?,প্রয়োজনীয় সকল ডকুমেন্টস নিয়ে অনলাইনে আবেদন করুন।,20,1,1
479,online_card_correction_followup_a,জাতীয় পরিচয়পত্র সংশোধনের জন্য সরকার অনুমোদিত অনলাইন প্ল্যাটফর্মের লিংকটা কোথায় পাব?,জাতীয় পরিচয়পত্র সংক্রান্ত সকল সেবার জন্য ওয়েব পোর্টালের ঠিকানা হলো services.nidw.gov.bd/,15,1,1
480,online_card_correction_followup_b,ইসি’র এনআইডি সেবায় কিভাবে নতুনভাবে রেজিস্টার করে লগ ইন করা যায়?,অনলাইন পোর্টালে রেজিস্ট্রেশনের জন্য ভিজিট করুন services.nidw.gov.bd/ অতঃপর রেজিস্টার করুন বাটনে ক্লিক করে প্রয়োজনীয় তথ্য সরবরাহ করুন। নির্দেশনা মোতাবেক আপনার ফেস ভেরিফিকেশনের মাধ্যমে রেজিস্ট্রেশন কার্যক্রম সম্পন্ন করুন। পরবর্তীতে প্রাপ্ত ইউজার আইডি ও পাসওয়ার্ড দিয়ে লগইন করতে পারবেন।,16,1,1
481,online_new_voter_registration,নতুন ভোটার হিসেবে অনলাইনে রেজিস্ট্রেশনের ওয়েব লিংকটা কী?,অনলাইন পোর্টালের মাধ্যমে নতুন ভোটার নিবন্ধনের জন্য ভিজিট করুন services.nidw.gov.bd অতঃপর “আবেদন করুন” বাটনে ক্লিক করে প্রয়োজনীয় তথ্য সরবরাহ করুন।,172,1,1
482,online_new_voter_registration_followup_a,এনআইডি অনলাইন পোর্টালে অনুরোধ দেওয়ার পর প্রগতির তথ্য কোথায় পাওয়া যাবে?,আপনার আবেদনের স্টেটাস জানতে সংশিষ্ট থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করুন।,20,1,1
483,online_new_voter_registration_followup_b,"এনআইডি অনলাইন আবেদন করতে গিয়ে যদি ভুল দেই, সেটি কীভাবে সংশোধন করা সম্ভব?",অনলাইনে ফর্ম পূরণের সময় ভুল হলে সংশিষ্ট থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করুন।,16,1,1
484,online_new_voter_registration_followup_d,"NID Online Portal-এ আবেদন জমা দেওয়ার ধাপগুলো কী, একে একে শোনাবেন?",বিস্তারিত ধাপ সম্পর্কে জানতে অনুগ্রহপূর্বক নির্বাচন কমিশনের হেল্পলাইন ১০৫-এ কল করুন।,16,1,1
485,online_no_apply_followup_a,জাতীয় পরিচয়পত্রের কোন আবেদনগুলো ই-সেবায় নেই?,"যেসকল আবেদন অনলাইন পোর্টালের মাধ্যমে করা যায়না তা হলো (১) ভোটার এলাকা পরিবর্তন, (২) ছবি, স্বাক্ষর ও আঙ্গুলের ছাপ পরিবর্তন সংক্রান্ত আবেদন।",16,1,1
486,online_no_apply_followup_b,এসব আবেদন প্রসঙ্গে সরাসরি কোথায় যোগাযোগ করতে হবে—কোন অফিসে?,অনলাইনে আবেদন করার পর পরবর্তী নির্দেশনা আপনার মোবাইলে মেসেজের মাধ্যমে জানানো হবে। বিস্তারিত জানতে কল করুন ১০৫ নম্বরে।,20,1,1
